title,slug,difficulty,topics
Minimum Bit Flips to Convert Number,minimum-bit-flips-to-convert-number,EASY,bit-manipulation
Find Triangular Sum of an Array,find-triangular-sum-of-an-array,MEDIUM,"array,math,simulation,combinatorics"
Number of Ways to Select Buildings,number-of-ways-to-select-buildings,MEDIUM,"string,dynamic-programming,prefix-sum"
Sum of Scores of Built Strings,sum-of-scores-of-built-strings,HARD,"string,binary-search,rolling-hash,suffix-array,string-matching,hash-function"
Minimum Number of Operations to Convert Time,minimum-number-of-operations-to-convert-time,EASY,"string,greedy"
Find Players With Zero or One Losses,find-players-with-zero-or-one-losses,MEDIUM,"array,hash-table,sorting,counting"
Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,MEDIUM,"array,binary-search"
Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,HARD,"array,hash-table,string,design,trie"
Users With Two Purchases Within Seven Days,users-with-two-purchases-within-seven-days,MEDIUM,database
Check if an Array Is Consecutive,check-if-an-array-is-consecutive,EASY,"array,hash-table,sorting"
The Users That Are Eligible for Discount,the-users-that-are-eligible-for-discount,EASY,database
Largest Number After Digit Swaps by Parity,largest-number-after-digit-swaps-by-parity,EASY,"sorting,heap-priority-queue"
Minimize Result by Adding Parentheses to Expression,minimize-result-by-adding-parentheses-to-expression,MEDIUM,"string,enumeration"
Maximum Product After K Increments,maximum-product-after-k-increments,MEDIUM,"array,greedy,heap-priority-queue"
Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,HARD,"array,two-pointers,binary-search,greedy,sorting,enumeration,prefix-sum"
Add Two Integers,add-two-integers,EASY,math
Root Equals Sum of Children,root-equals-sum-of-children,EASY,"tree,binary-tree"
Count Positions on Street With Required Brightness,count-positions-on-street-with-required-brightness,MEDIUM,"array,prefix-sum"
Number of Times a Driver Was a Passenger,number-of-times-a-driver-was-a-passenger,MEDIUM,database
Find Closest Number to Zero,find-closest-number-to-zero,EASY,array
Number of Ways to Buy Pens and Pencils,number-of-ways-to-buy-pens-and-pencils,MEDIUM,"math,enumeration"
Design an ATM Machine,design-an-atm-machine,MEDIUM,"array,greedy,design"
Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,HARD,"array,graph,sorting,enumeration"
Calculate Digit Sum of a String,calculate-digit-sum-of-a-string,EASY,"string,simulation"
Minimum Rounds to Complete All Tasks,minimum-rounds-to-complete-all-tasks,MEDIUM,"array,hash-table,greedy,counting"
Maximum Trailing Zeros in a Cornered Path,maximum-trailing-zeros-in-a-cornered-path,MEDIUM,"array,matrix,prefix-sum"
Longest Path With Different Adjacent Characters,longest-path-with-different-adjacent-characters,HARD,"array,string,tree,depth-first-search,graph,topological-sort"
Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways,HARD,"dynamic-programming,bit-manipulation,graph,bitmask"
Intersection of Multiple Arrays,intersection-of-multiple-arrays,EASY,"array,hash-table,sorting,counting"
Count Lattice Points Inside a Circle,count-lattice-points-inside-a-circle,MEDIUM,"array,hash-table,math,geometry,enumeration"
Count Number of Rectangles Containing Each Point,count-number-of-rectangles-containing-each-point,MEDIUM,"array,hash-table,binary-search,binary-indexed-tree,sorting"
Number of Flowers in Full Bloom,number-of-flowers-in-full-bloom,HARD,"array,hash-table,binary-search,sorting,prefix-sum,ordered-set"
Dynamic Pivoting of a Table,dynamic-pivoting-of-a-table,HARD,database
Dynamic Unpivoting of a Table,dynamic-unpivoting-of-a-table,HARD,database
Design Video Sharing Platform,design-video-sharing-platform,HARD,"hash-table,stack,design,ordered-set"
Count Prefixes of a Given String,count-prefixes-of-a-given-string,EASY,"array,string"
Minimum Average Difference,minimum-average-difference,MEDIUM,"array,prefix-sum"
Count Unguarded Cells in the Grid,count-unguarded-cells-in-the-grid,MEDIUM,"array,matrix,simulation"
Escape the Spreading Fire,escape-the-spreading-fire,HARD,"array,binary-search,breadth-first-search,matrix"
Remove Digit From Number to Maximize Result,remove-digit-from-number-to-maximize-result,EASY,"string,greedy,enumeration"
Minimum Consecutive Cards to Pick Up,minimum-consecutive-cards-to-pick-up,MEDIUM,"array,hash-table,sliding-window"
K Divisible Elements Subarrays,k-divisible-elements-subarrays,MEDIUM,"array,hash-table,trie,rolling-hash,hash-function,enumeration"
Total Appeal of A String,total-appeal-of-a-string,HARD,"hash-table,string,dynamic-programming"
Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,HARD,"dynamic-programming,greedy"
Largest 3-Same-Digit Number in String,largest-3-same-digit-number-in-string,EASY,string
Count Nodes Equal to Average of Subtree,count-nodes-equal-to-average-of-subtree,MEDIUM,"tree,depth-first-search,binary-tree"
Count Number of Texts,count-number-of-texts,MEDIUM,"hash-table,math,string,dynamic-programming"
 Check if There Is a Valid Parentheses String Path,check-if-there-is-a-valid-parentheses-string-path,HARD,"array,dynamic-programming,matrix"
Minimum Number of Keypresses,minimum-number-of-keypresses,MEDIUM,"hash-table,string,greedy,sorting,counting"
Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,EASY,"math,string,sliding-window"
Number of Ways to Split Array,number-of-ways-to-split-array,MEDIUM,"array,prefix-sum"
Maximum White Tiles Covered by a Carpet,maximum-white-tiles-covered-by-a-carpet,MEDIUM,"array,binary-search,greedy,sliding-window,sorting,prefix-sum"
Substring With Largest Variance,substring-with-largest-variance,HARD,"array,dynamic-programming"
Find Resultant Array After Removing Anagrams,find-resultant-array-after-removing-anagrams,EASY,"array,hash-table,string,sorting"
Maximum Consecutive Floors Without Special Floors,maximum-consecutive-floors-without-special-floors,MEDIUM,"array,sorting"
Largest Combination With Bitwise AND Greater Than Zero,largest-combination-with-bitwise-and-greater-than-zero,MEDIUM,"array,hash-table,bit-manipulation,counting"
Count Integers in Intervals,count-integers-in-intervals,HARD,"design,segment-tree,ordered-set"
Closest Node to Path in Tree,closest-node-to-path-in-tree,HARD,"array,tree,depth-first-search,breadth-first-search"
Percentage of Letter in String,percentage-of-letter-in-string,EASY,string
Maximum Bags With Full Capacity of Rocks,maximum-bags-with-full-capacity-of-rocks,MEDIUM,"array,greedy,sorting"
Minimum Lines to Represent a Line Chart,minimum-lines-to-represent-a-line-chart,MEDIUM,"array,math,geometry,sorting,number-theory"
Sum of Total Strength of Wizards,sum-of-total-strength-of-wizards,HARD,"array,stack,monotonic-stack,prefix-sum"
Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,MEDIUM,"array,stack,matrix,monotonic-stack"
Check if Number Has Equal Digit Count and Digit Value,check-if-number-has-equal-digit-count-and-digit-value,EASY,"hash-table,string,counting"
Sender With Largest Word Count,sender-with-largest-word-count,MEDIUM,"array,hash-table,string,counting"
Maximum Total Importance of Roads,maximum-total-importance-of-roads,MEDIUM,"greedy,graph,sorting,heap-priority-queue"
Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,HARD,"binary-search,design,binary-indexed-tree,segment-tree"
Rearrange Characters to Make Target String,rearrange-characters-to-make-target-string,EASY,"hash-table,string,counting"
Apply Discount to Prices,apply-discount-to-prices,MEDIUM,string
Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,MEDIUM,"array,linked-list,stack,monotonic-stack"
Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,HARD,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,MEDIUM,"array,dynamic-programming"
Products With Three or More Orders in Two Consecutive Years,products-with-three-or-more-orders-in-two-consecutive-years,MEDIUM,database
Min Max Game,min-max-game,EASY,"array,simulation"
Partition Array Such That Maximum Difference Is K,partition-array-such-that-maximum-difference-is-k,MEDIUM,"array,greedy,sorting"
Replace Elements in an Array,replace-elements-in-an-array,MEDIUM,"array,hash-table,simulation"
Design a Text Editor,design-a-text-editor,HARD,"linked-list,string,stack,design,simulation,doubly-linked-list"
Jump Game VIII,jump-game-viii,MEDIUM,"array,dynamic-programming,stack,graph,monotonic-stack,shortest-path"
Tasks Count in the Weekend,tasks-count-in-the-weekend,MEDIUM,database
Strong Password Checker II,strong-password-checker-ii,EASY,string
Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,MEDIUM,"array,two-pointers,binary-search,sorting"
Match Substring After Replacement,match-substring-after-replacement,HARD,"array,hash-table,string,string-matching"
Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,HARD,"array,binary-search,sliding-window,prefix-sum"
Calculate Amount Paid in Taxes,calculate-amount-paid-in-taxes,EASY,"array,simulation"
Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid,MEDIUM,"array,dynamic-programming,matrix"
Fair Distribution of Cookies,fair-distribution-of-cookies,MEDIUM,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
Naming a Company,naming-a-company,HARD,"array,hash-table,string,bit-manipulation,enumeration"
Check for Contradictions in Equations,check-for-contradictions-in-equations,HARD,"array,depth-first-search,union-find,graph"
Arrange Table by Gender,arrange-table-by-gender,MEDIUM,database
Greatest English Letter in Upper and Lower Case,greatest-english-letter-in-upper-and-lower-case,EASY,"hash-table,string,enumeration"
Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,MEDIUM,"math,dynamic-programming,greedy,enumeration"
Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,MEDIUM,"string,dynamic-programming,greedy,memoization"
Selling Pieces of Wood,selling-pieces-of-wood,HARD,"array,dynamic-programming,memoization"
Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,HARD,"dynamic-programming,tree,depth-first-search,binary-tree"
The First Day of the Maximum Recorded Degree in Each City,the-first-day-of-the-maximum-recorded-degree-in-each-city,MEDIUM,database
Count Asterisks,count-asterisks,EASY,string
Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,MEDIUM,"depth-first-search,breadth-first-search,union-find,graph"
Maximum XOR After Operations ,maximum-xor-after-operations,MEDIUM,"array,math,bit-manipulation"
Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,HARD,"dynamic-programming,memoization"
Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,EASY,"array,matrix"
Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,MEDIUM,dynamic-programming
Maximum Score Of Spliced Array,maximum-score-of-spliced-array,HARD,"array,dynamic-programming"
Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,HARD,"array,bit-manipulation,tree,depth-first-search"
Find Minimum Time to Finish All Jobs II,find-minimum-time-to-finish-all-jobs-ii,MEDIUM,"array,greedy,sorting"
Product Sales Analysis IV,product-sales-analysis-iv,MEDIUM,database
Decode the Message,decode-the-message,EASY,"hash-table,string"
Spiral Matrix IV,spiral-matrix-iv,MEDIUM,"array,linked-list,matrix,simulation"
Number of People Aware of a Secret,number-of-people-aware-of-a-secret,MEDIUM,"dynamic-programming,queue,simulation"
Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,HARD,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix"
Product Sales Analysis V,product-sales-analysis-v,EASY,database
Valid Palindrome IV,valid-palindrome-iv,MEDIUM,"two-pointers,string"
Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,EASY,"tree,depth-first-search,binary-tree"
The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,MEDIUM,"array,two-pointers,binary-search,sorting"
Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,MEDIUM,"array,binary-search,greedy,sorting,heap-priority-queue"
Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,HARD,"array,stack,union-find,monotonic-stack"
Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,EASY,"array,greedy,sorting,heap-priority-queue"
Smallest Number in Infinite Set,smallest-number-in-infinite-set,MEDIUM,"hash-table,design,heap-priority-queue,ordered-set"
Move Pieces to Obtain a String,move-pieces-to-obtain-a-string,MEDIUM,"two-pointers,string"
Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,HARD,"math,dynamic-programming,combinatorics,number-theory"
All the Matches of the League,all-the-matches-of-the-league,EASY,database
Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,MEDIUM,"array,greedy"
Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,EASY,"array,hash-table,counting"
Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,MEDIUM,"array,hash-table,sorting,heap-priority-queue"
Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,MEDIUM,"array,string,divide-and-conquer,sorting,heap-priority-queue,radix-sort,quickselect"
Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,HARD,"array,math,sorting,heap-priority-queue,number-theory"
Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,MEDIUM,"array,stack,sorting,monotonic-stack"
Compute the Rank as a Percentage,compute-the-rank-as-a-percentage,MEDIUM,database
Best Poker Hand,best-poker-hand,EASY,"array,hash-table,counting"
Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,MEDIUM,"array,math"
Design a Number Container System,design-a-number-container-system,MEDIUM,"hash-table,design,heap-priority-queue,ordered-set"
Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,HARD,"array,hash-table,greedy"
First Letter to Appear Twice,first-letter-to-appear-twice,EASY,"hash-table,string,bit-manipulation,counting"
Equal Row and Column Pairs,equal-row-and-column-pairs,MEDIUM,"array,hash-table,matrix,simulation"
Design a Food Rating System,design-a-food-rating-system,MEDIUM,"array,hash-table,string,design,heap-priority-queue,ordered-set"
